Created,9/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,"Hispanic/Latino 
Age 3 to 5 
","American Indian or
Alaska Native 
Age 3 to 5 
","Asian 
Age 3 to 5 
","Black or 
African American
Age 3 to 5 
","Native Hawaiian 
or Other Pacific Islander
Age 3 to 5 
","White
Age 3 to 5 
","Two or more races
Age 3 to 5 
","Age 3-5
 R/E
total ",Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 6 to 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 14 to 21,Age 6 to 21,Age 3 to 21,"Hispanic/Latino
Age 6 to 21
","

American Indian 
or Alaska Native 
Age 6 to 21 
","Asian 
Age 6 to 21 
","Black or 
African American
Age 6 to 21 
","Native Hawaiian 
or Other Pacific Islander
Age 6 to 21
","White
Age 6 to 21
","Two or more races
Age 6 to 21 
","Age 6 to 21
 R/E
total "
2011,Montana                                                ,Multiple disabilities              ,10,13,30,53,0,         x,0,0,0,         x,0,53,165,211,270,299,316,314,"1,575",282,252,225,231,174,169,"2,908","1,333",85,25,         x,         x,119,918,"3,027","3,080",129,458,18,49,10,"2,301",62,"3,027"
2011,Montana                                                ,Autism                             ,9,13,28,50,         x,         x,0,0,0,44,         x,50,31,43,31,38,48,33,224,18,30,32,35,26,23,388,164,16,         x,         x,0,18,134,406,456,11,26,         x,         x,         x,351,7,406
2011,Montana                                                ,Traumatic brain injury             ,0,         x,         x,         x,0,0,0,0,0,         x,         x,         x,0,0,         x,         x,         x,         x,11,0,         x,         x,5,7,6,36,25,         x,         x,0,0,         x,25,         x,         x,         x,         x,         x,         x,0,         x,         x,         x
2011,Montana                                                ,Developmental delay                ,176,234,304,714,24,122,         x,12,         x,531,15,714,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,714,         -,         -,         -,         -,         -,         -,         -,         -
2011,Montana                                                ,All disabilities                   ,321,554,821,"1,696",62,286,12,18,6,"1,281",31,"1,696",926,"1,090","1,222","1,282","1,282","1,244","7,046","1,191","1,215","1,157","1,138","1,048",966,"13,761","6,715",499,59,         x,         x,575,"4,884","14,336","16,032",614,"2,174",80,169,45,"10,986",268,"14,336"
2011,Nebraska                                               ,Intellectual disabilities             ,5,10,30,45,12,0,         x,         x,0,26,0,45,77,106,134,234,269,269,"1,089",277,289,324,318,323,352,"2,972","1,883",258,156,138,22,574,"1,891","3,546","3,591",600,91,         x,379,         x,"2,347",95,"3,546"
2011,Nebraska                                               ,Hearing impairments                ,29,41,37,107,24,         x,         x,6,0,69,         x,107,41,52,42,54,43,44,276,49,51,49,39,41,40,545,269,18,5,         x,         x,26,195,571,678,92,12,         x,36,         x,400,19,571
2011,Nebraska                                               ,Speech or language impairments     ,486,925,"1,109","2,520",332,46,24,140,0,"1,912",66,"2,520","1,454","1,485","1,529","1,457","1,167",840,"7,932",531,344,245,176,131,101,"9,460","1,528",46,         x,         x,0,52,705,"9,512","12,032","1,397",153,158,598,9,"6,934",263,"9,512"
2011,Nebraska                                               ,Visual impairments                 ,6,7,12,25,         x,         x,0,         x,0,16,         x,25,21,         x,20,24,21,         x,117,         x,         x,         x,6,13,         x,         x,         x,         x,         x,         x,0,         x,         x,207,232,23,         x,5,7,0,164,         x,207
2011,Nebraska                                               ,Emotional disturbance              ,         x,         x,28,34,6,0,         x,         x,0,22,0,34,58,110,147,152,157,178,802,188,162,164,159,181,177,"1,833","1,031",94,31,         x,         x,131,812,"1,964","1,998",190,69,9,348,6,"1,237",105,"1,964"
2011,Nebraska                                               ,Orthopedic impairments             ,13,17,18,48,5,0,0,         x,0,38,         x,48,21,21,25,         x,         x,26,124,         x,         x,         x,24,17,21,230,106,7,0,         x,         x,11,83,241,289,22,         x,9,12,0,187,         x,241
2011,Nebraska                                               ,Other health impairments           ,117,139,121,377,56,         x,         x,31,0,272,9,377,191,268,369,432,442,524,"2,226",499,538,532,516,496,473,"5,280","3,054",156,42,         x,         x,225,"2,242","5,505","5,882",501,93,39,477,5,"4,159",231,"5,505"
2011,Nebraska                                               ,Specific learning disabilities     ,         x,         x,20,23,7,0,         x,         x,0,12,0,23,120,366,743,"1,179","1,410","1,468","5,286","1,477","1,426","1,382","1,280","1,306","1,254","13,411","8,125",519,72,19,0,610,"5,832","14,021","14,044","2,793",368,132,"1,354",14,"8,898",462,"14,021"
2011,Nebraska                                               ,Deaf-blindness                     ,         x,0,0,         x,0,0,0,0,0,         x,0,         x,0,0,         x,         x,0,0,         x,         x,0,0,0,0,         x,         x,         x,         x,         x,0,0,         x,         x,8,         x,0,0,0,0,0,         x,0,         x
2011,Nebraska                                               ,Multiple disabilities              ,         x,         x,         x,         x,         x,         x,0,         x,0,         x,         x,         x,12,25,23,18,34,27,139,34,26,23,25,29,31,307,168,31,28,         x,         x,84,192,391,         x,51,14,         x,32,0,276,12,         x
2011,Nebraska                                               ,Autism                             ,29,56,110,195,24,         x,         x,25,0,133,8,195,154,140,174,212,186,206,"1,072",181,164,168,125,133,131,"1,974",902,58,50,         x,         x,154,711,"2,128","2,323",204,         x,48,119,         x,"1,667",64,"2,128"
2011,Nebraska                                               ,Traumatic brain injury             ,         x,9,         x,         x,         x,0,0,         x,0,11,         x,         x,6,         x,         x,         x,         x,         x,         x,15,19,18,21,22,29,         x,124,14,         x,6,         x,         x,         x,204,         x,27,         x,6,10,0,         x,         x,         x
2011,Nebraska                                               ,Developmental delay                ,549,655,562,"1,766",305,41,         x,118,         x,"1,196",73,"1,766",554,464,276,62,         -,         -,"1,356",         -,         -,         -,         -,         -,         -,"1,356",         -,         -,         -,         -,         -,         -,         -,"1,356","3,122",198,59,         x,46,         x,984,50,"1,356"
2011,Nebraska                                               ,All disabilities                   ,"1,244","1,870","2,061","5,175",782,95,         x,341,         x,"3,717",165,"5,175","2,709","3,065","3,491","3,850","3,758","3,605","20,478","3,284","3,056","2,931","2,689","2,692","2,621","37,751","17,273","1,208",396,261,38,"1,903","12,836","39,654","44,829","6,098",896,470,"3,418",42,"27,415","1,315","39,654"
2011,Nevada                                                 ,Intellectual disabilities             ,29,32,43,104,52,         x,         x,5,         x,35,7,104,95,123,120,144,121,123,726,136,154,162,158,131,146,"1,613",887,132,91,63,35,321,918,"1,934","2,038",804,37,91,308,16,615,63,"1,934"
2011,Nevada                                                 ,Hearing impairments                ,31,23,28,82,40,         x,5,         x,         x,29,         x,82,33,36,28,42,32,42,213,32,40,41,37,36,34,433,220,16,         x,0,         x,20,168,453,535,188,5,32,43,9,158,18,453
2011,Nevada                                                 ,Speech or language impairments     ,189,403,690,"1,282",272,14,21,91,9,809,66,"1,282","1,334","1,310","1,159","1,035",725,402,"5,965",198,95,41,27,         x,9,         x,         x,         x,         x,0,0,         x,90,"6,348","7,630","2,054",145,218,524,59,"3,011",337,"6,348"
2011,Nevada                                                 ,Visual impairments                 ,6,         x,         x,12,         x,0,0,         x,0,         x,         x,12,9,         x,13,15,         x,14,         x,12,         x,         x,11,15,14,         x,         x,         x,0,0,0,         x,         x,144,156,         x,         x,         x,15,         x,59,5,144
2011,Nevada                                                 ,Emotional disturbance              ,0,0,         x,         x,0,0,0,0,0,         x,0,         x,45,77,133,125,127,169,676,183,192,180,200,202,164,"1,797","1,121",85,24,12,10,131,877,"1,928",         x,319,38,         x,409,13,"1,023",114,         x
2011,Nevada                                                 ,Orthopedic impairments             ,16,31,22,69,28,0,         x,9,0,26,         x,69,29,29,18,21,24,20,141,18,27,21,21,28,16,272,131,10,         x,         x,         x,19,105,291,360,99,         x,10,29,         x,140,8,291
2011,Nevada                                                 ,Other health impairments           ,41,44,54,139,35,0,         x,12,         x,80,7,139,214,241,304,325,321,356,"1,761",309,291,306,292,283,285,"3,527","1,766",104,33,5,7,149,"1,315","3,676","3,815",814,65,50,495,22,"2,021",209,"3,676"
2011,Nevada                                                 ,Specific learning disabilities     ,0,         x,         x,7,0,0,0,0,0,7,0,7,639,709,"1,032","1,485","1,796","2,066","7,727","2,183","2,278","2,180","2,316","2,257","2,126","21,067","13,340",809,164,51,14,"1,038","9,917","22,105","22,112","9,260",512,354,"3,539",179,"7,437",824,"22,105"
2011,Nevada                                                 ,Deaf-blindness                     ,0,0,         x,         x,0,0,0,0,         x,0,0,         x,0,0,         x,0,         x,0,         x,0,         x,0,         x,         x,0,         x,         x,         x,0,0,0,         x,         x,5,         x,         x,0,0,0,0,         x,0,         x
2011,Nevada                                                 ,Multiple disabilities              ,27,38,37,102,43,0,6,5,         x,43,         x,102,61,60,61,66,84,73,405,72,67,61,68,69,66,808,403,67,60,51,27,205,469,"1,013","1,115",330,11,55,147,17,411,42,"1,013"
2011,Nevada                                                 ,Autism                             ,194,272,277,743,206,         x,52,74,         x,338,64,743,365,368,355,361,333,297,"2,079",266,204,215,187,171,158,"3,280","1,201",91,42,16,19,168,899,"3,448","4,191",895,29,225,335,26,"1,764",174,"3,448"
2011,Nevada                                                 ,Traumatic brain injury             ,6,7,5,18,         x,0,0,         x,0,6,0,18,8,         x,         x,17,13,11,65,15,18,         x,         x,15,15,150,85,10,9,         x,         x,24,76,174,192,74,         x,8,29,         x,         x,5,174
2011,Nevada                                                 ,Developmental delay                ,"1,159","1,924","1,953","5,036","2,081",62,103,540,22,"1,957",271,"5,036",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"5,036",         -,         -,         -,         -,         -,         -,         -,         -
2011,Nevada                                                 ,All disabilities                   ,"1,698","2,776","3,124","7,598","2,767",83,194,745,43,"3,339",427,"7,598","2,832","2,964","3,234","3,636","3,585","3,573","19,824","3,424","3,375","3,235","3,328","3,216","3,033","39,435","19,611","1,332",429,205,118,"2,084","14,896","41,519","49,117","14,893",853,"1,061","5,873",345,"16,695","1,799","41,519"
2011,New Hampshire                                          ,Intellectual disabilities             ,         x,0,0,         x,0,0,0,0,0,         x,0,         x,         x,         x,11,30,41,58,149,65,65,79,88,67,93,606,457,63,62,         x,         x,181,508,787,         x,34,         x,8,33,         x,708,0,         x
2011,New Hampshire                                          ,Hearing impairments                ,11,11,13,35,0,0,0,         x,0,33,         x,35,17,23,16,16,10,31,113,18,11,15,13,20,14,204,91,6,         x,         x,0,11,73,215,250,16,0,7,         x,0,186,         x,215
2011,New Hampshire                                          ,Speech or language impairments     ,404,534,490,"1,428",75,         x,26,32,         x,"1,275",15,"1,428",478,500,422,388,375,290,"2,453",256,226,168,157,159,154,"3,573","1,120",62,         x,         x,0,75,713,"3,648","5,076",121,9,75,75,7,"3,355",6,"3,648"
2011,New Hampshire                                          ,Visual impairments                 ,10,10,9,29,         x,0,         x,         x,         x,24,0,29,         x,15,13,         x,10,6,53,         x,9,9,         x,5,         x,         x,         x,         x,         x,         x,0,         x,         x,93,122,         x,0,         x,         x,0,88,0,93
2011,New Hampshire                                          ,Emotional disturbance              ,0,         x,         x,5,         x,0,0,0,0,         x,0,5,13,39,71,118,118,153,512,181,221,254,302,359,291,"2,120","1,608",108,28,7,0,143,"1,349","2,263","2,268",64,         x,9,72,0,"2,109",         x,"2,263"
2011,New Hampshire                                          ,Orthopedic impairments             ,         x,         x,7,13,0,0,0,0,0,13,0,13,6,         x,         x,6,6,10,         x,8,         x,         x,         x,         x,7,         x,37,         x,         x,         x,0,         x,28,77,90,         x,         x,         x,         x,0,71,0,77
2011,New Hampshire                                          ,Other health impairments           ,41,65,60,166,         x,         x,5,6,0,150,0,166,115,152,231,336,372,467,"1,673",486,504,503,525,520,453,"4,664","2,991",180,42,20,0,242,"2,243","4,906","5,072",155,8,30,128,         x,"4,576",         x,"4,906"
2011,New Hampshire                                          ,Specific learning disabilities     ,0,0,0,0,0,0,0,0,0,0,0,0,26,164,454,785,974,"1,069","3,472","1,113","1,137","1,128","1,166","1,195","1,055","10,266","6,794",417,53,         x,         x,477,"5,021","10,743","10,743",456,42,62,275,5,"9,889",14,"10,743"
2011,New Hampshire                                          ,Deaf-blindness                     ,0,         x,0,         x,0,0,0,0,0,         x,0,         x,0,0,0,0,0,         x,         x,0,         x,         x,0,         x,         x,         x,         x,         x,0,0,0,         x,         x,7,         x,0,0,0,0,0,         x,0,         x
2011,New Hampshire                                          ,Multiple disabilities              ,11,17,10,38,         x,0,         x,         x,0,30,0,38,         x,         x,19,19,27,32,126,26,28,26,24,30,29,289,163,28,25,23,0,76,185,365,403,11,0,6,6,         x,340,         x,365
2011,New Hampshire                                          ,Autism                             ,47,96,97,240,8,         x,9,8,         x,212,         x,240,106,125,130,141,152,149,803,141,133,143,126,120,90,"1,556",753,65,45,37,0,147,626,"1,703","1,943",31,         x,24,22,         x,"1,615",5,"1,703"
2011,New Hampshire                                          ,Traumatic brain injury             ,         x,0,         x,         x,0,0,0,0,0,         x,0,         x,         x,         x,         x,         x,6,         x,         x,         x,         x,         x,9,7,8,52,         x,6,         x,         x,0,12,         x,64,         x,         x,         x,0,         x,0,         x,0,         x
2011,New Hampshire                                          ,Developmental delay                ,319,406,474,"1,199",58,         x,21,36,         x,"1,074",5,"1,199",489,446,312,146,         -,         -,"1,393",         -,         -,         -,         -,         -,         -,"1,393",         -,         -,         -,         -,         -,         -,         -,"1,393","2,592",55,         x,22,46,0,"1,261",         x,"1,393"
2011,New Hampshire                                          ,All disabilities                   ,848,"1,145","1,165","3,158",150,6,65,87,8,"2,820",22,"3,158","1,270","1,494","1,683","1,990","2,091","2,267","10,795","2,302","2,347","2,338","2,422","2,486","2,200","24,890","14,095",939,273,         x,         x,"1,374","10,820","26,264","29,422",950,74,247,667,20,"24,262",44,"26,264"
2011,New Jersey                                             ,Intellectual disabilities             ,         -,         -,158,158,58,0,         x,41,0,50,         x,158,188,224,275,297,317,377,"1,678",363,426,419,467,474,510,"4,337","2,659",372,228,201,56,857,"2,727","5,194","5,352","1,611",13,230,"1,739",5,"1,571",25,"5,194"
2011,New Jersey                                             ,Hearing impairments                ,         -,         -,72,72,14,0,8,         x,         x,42,0,72,86,122,120,99,147,137,711,124,109,120,117,111,109,"1,401",690,52,13,         x,         x,76,533,"1,477","1,549",378,         x,117,197,         x,767,11,"1,477"
2011,New Jersey                                             ,Speech or language impairments     ,         -,         -,"2,154","2,154",686,         x,118,257,         x,"1,058",27,"2,154","5,139","6,536","6,898","6,042","5,050","3,590","33,255","2,644","2,032","1,438","1,149",982,796,"42,296","9,041",321,49,16,5,391,"4,756","42,687","44,841","9,638",50,"2,718","6,000",83,"23,896",302,"42,687"
2011,New Jersey                                             ,Visual impairments                 ,         -,         -,         x,         x,         x,0,         x,         x,0,10,0,         x,21,29,28,33,33,23,167,33,43,36,33,41,         x,         x,         x,         x,0,         x,0,         x,154,397,         x,86,         x,         x,52,         x,230,         x,         x
2011,New Jersey                                             ,Emotional disturbance              ,         -,         -,68,68,11,0,0,18,         x,37,         x,68,139,251,352,432,491,520,"2,185",659,766,911,"1,068","1,169","1,231","7,989","5,804",460,86,         x,         x,576,"4,955","8,565","8,633","1,550",14,140,"2,835",13,"3,939",74,"8,565"
2011,New Jersey                                             ,Orthopedic impairments             ,         -,         -,41,41,8,0,         x,5,0,24,         x,41,48,46,46,45,40,38,263,52,43,42,56,54,44,554,291,12,5,         x,         x,20,216,574,615,117,         x,33,57,         x,363,         x,574
2011,New Jersey                                             ,Other health impairments           ,         -,         -,753,753,126,         x,26,108,         x,480,9,753,"1,308","1,824","2,402","2,734","3,205","3,407","14,880","3,456","3,585","3,448","3,337","3,075","2,730","34,511","19,631",755,116,         x,         x,912,"13,502","35,423","36,176","5,813",41,822,"5,906",34,"22,579",228,"35,423"
2011,New Jersey                                             ,Specific learning disabilities     ,         -,         -,791,791,221,0,38,75,0,447,10,791,"1,480","2,714","3,996","5,209","6,240","7,003","26,642","7,441","8,023","7,964","8,330","8,916","8,529","75,845","49,203","3,108",416,76,9,"3,609","37,348","79,454","80,245","18,266",96,"1,776","15,955",60,"42,850",451,"79,454"
2011,New Jersey                                             ,Deaf-blindness                     ,         -,         -,         x,         x,0,0,0,0,0,         x,0,         x,11,7,14,8,11,8,59,5,6,6,5,8,         x,         x,         x,         x,0,0,0,         x,24,94,         x,46,0,         x,12,         x,32,0,         x
2011,New Jersey                                             ,Multiple disabilities              ,         -,         -,408,408,121,         x,26,82,         x,175,         x,408,589,714,861,"1,104","1,271","1,398","5,937","1,567","1,708","1,688","1,816","1,839","1,847","16,402","10,465","1,194",663,515,131,"2,503","9,693","18,905","19,313","3,817",28,632,"5,259",16,"9,026",127,"18,905"
2011,New Jersey                                             ,Autism                             ,         -,         -,975,975,214,         x,101,136,0,509,         x,975,"1,278","1,358","1,427","1,292","1,215","1,119","7,689","1,012",943,769,712,662,577,"12,364","4,675",416,349,262,68,"1,095","3,815","13,459","14,434","2,060",17,"1,217","1,877",25,"8,175",88,"13,459"
2011,New Jersey                                             ,Traumatic brain injury             ,         -,         -,         x,         x,         x,0,0,0,0,         x,         x,         x,24,23,27,48,48,51,221,47,64,85,87,97,91,692,471,41,30,         x,         x,89,449,781,         x,160,         x,35,220,         x,358,5,         x
2011,New Jersey                                             ,Developmental delay                ,"4,458","6,225",793,"11,476","3,156",22,933,"1,445",29,"5,713",178,"11,476",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"11,476",         -,         -,         -,         -,         -,         -,         -,         -
2011,New Jersey                                             ,All disabilities                   ,"4,458","6,225","6,242","16,925","4,621",29,"1,263","2,176",39,"8,552",245,"16,925","10,311","13,848","16,446","17,343","18,068","17,671","93,687","17,403","17,748","16,926","17,177","17,428","16,498","196,867","103,180","6,745","1,955","1,163",280,"10,143","78,172","207,010","223,935","43,542",265,"7,746","40,109",246,"113,786","1,316","207,010"
2011,New Mexico                                             ,Intellectual disabilities             ,         x,         x,5,10,5,         x,0,         x,0,         x,0,10,43,46,76,105,160,185,615,163,157,166,171,136,154,"1,562",947,114,81,68,46,309,936,"1,871","1,881","1,135",245,         x,50,         x,399,21,"1,871"
2011,New Mexico                                             ,Hearing impairments                ,16,22,9,47,23,         x,0,         x,0,18,0,47,44,39,35,37,45,38,238,39,43,39,36,43,42,480,242,19,11,         x,         x,34,194,514,561,272,66,7,15,0,146,8,514
2011,New Mexico                                             ,Speech or language impairments     ,816,"1,308",425,"2,549","1,505",144,18,50,8,802,22,"2,549","2,645","1,664","1,330","1,117",874,651,"8,281",463,328,240,158,137,111,"9,718","1,437",42,20,         x,         x,72,718,"9,790","12,339","5,903",963,88,182,6,"2,526",122,"9,790"
2011,New Mexico                                             ,Visual impairments                 ,17,11,5,33,17,         x,0,0,0,         x,0,33,23,         x,15,14,         x,15,90,19,         x,10,19,         x,         x,         x,         x,7,         x,         x,         x,         x,         x,191,224,110,24,0,         x,0,48,         x,191
2011,New Mexico                                             ,Emotional disturbance              ,         x,         x,         x,         x,         x,0,0,0,0,         x,0,         x,22,42,72,117,149,195,597,228,224,208,241,194,210,"1,902","1,305",100,38,12,7,157,"1,010","2,059",         x,"1,048",209,         x,82,         x,677,38,         x
2011,New Mexico                                             ,Orthopedic impairments             ,19,20,5,44,22,         x,         x,         x,0,19,0,44,35,23,25,23,17,26,149,         x,         x,15,         x,20,14,238,89,9,         x,         x,         x,15,76,253,297,152,17,         x,         x,0,72,         x,253
2011,New Mexico                                             ,Other health impairments           ,23,47,14,84,47,         x,0,0,0,27,         x,84,139,138,224,309,293,308,"1,411",296,334,330,342,293,246,"3,252","1,841",137,33,18,5,193,"1,404","3,445","3,529","1,807",250,         x,96,         x,"1,238",35,"3,445"
2011,New Mexico                                             ,Specific learning disabilities     ,0,         x,         x,5,         x,0,0,0,0,         x,0,5,80,265,693,"1,307","1,787","2,047","6,179","2,018","1,936","1,799","1,727","1,732","1,549","16,940","10,761",829,225,68,36,"1,158","7,965","18,098","18,103","11,262","2,348",72,473,5,"3,754",184,"18,098"
2011,New Mexico                                             ,Deaf-blindness                     ,         x,         x,0,         x,         x,0,0,0,0,0,0,         x,0,0,         x,0,         x,0,         x,0,0,0,         x,         x,         x,         x,         x,0,         x,0,0,         x,         x,7,         x,5,0,0,0,0,         x,0,         x
2011,New Mexico                                             ,Multiple disabilities              ,38,23,12,73,35,11,         x,         x,0,21,0,73,61,38,43,54,66,58,320,54,56,58,58,63,63,672,352,71,47,31,26,175,417,847,920,482,104,10,11,         x,234,         x,847
2011,New Mexico                                             ,Autism                             ,56,59,27,142,69,12,         x,         x,         x,55,0,142,199,122,144,140,130,136,871,120,133,113,94,90,74,"1,495",624,53,23,15,10,101,472,"1,596","1,738",689,88,24,37,0,712,46,"1,596"
2011,New Mexico                                             ,Traumatic brain injury             ,         x,         x,         x,9,         x,         x,0,0,0,         x,0,9,10,         x,         x,11,17,17,         x,         x,12,16,15,13,20,         x,         x,15,6,         x,         x,         x,         x,190,199,108,29,         x,         x,0,         x,         x,190
2011,New Mexico                                             ,Developmental delay                ,688,"1,009",322,"2,019","1,083",316,         x,47,         x,535,         x,"2,019","1,443",596,415,219,         -,         -,"2,673",         -,         -,         -,         -,         -,         -,"2,673",         -,         -,         -,         -,         -,         -,         -,"2,673","4,692","1,426",548,13,51,0,612,23,"2,673"
2011,New Mexico                                             ,All disabilities                   ,"1,680","2,513",828,"5,021","2,817",505,37,107,13,"1,499",43,"5,021","4,744","2,995","3,086","3,453","3,549","3,676","21,503","3,425","3,252","2,994","2,874","2,732","2,497","39,277","17,774","1,396",492,228,141,"2,257","13,354","41,534","46,555","24,399","4,891",259,"1,010",17,"10,467",491,"41,534"
2011,New York                                               ,Intellectual disabilities             ,         -,43,257,300,94,         x,17,74,         x,110,         x,300,282,417,470,634,742,756,"3,301",813,891,864,935,"1,072","1,111","8,987","5,686","1,009",814,678,57,"2,558","6,540","11,545","11,845","3,182",98,556,"3,522",17,"4,124",46,"11,545"
2011,New York                                               ,Hearing impairments                ,         -,25,193,218,58,         x,26,18,         x,113,0,218,228,270,332,352,381,355,"1,918",357,372,358,313,345,328,"3,991","2,073",171,80,         x,         x,300,"1,644","4,291","4,509","1,278",22,397,742,8,"1,820",24,"4,291"
2011,New York                                               ,Speech or language impairments     ,         -,"2,290","11,794","14,084","4,766",82,770,"2,363",25,"5,876",202,"14,084","12,987","12,681","11,271","9,847","8,790","7,190","62,766","5,970","4,835","3,718","3,107","2,551","1,940","84,887","22,121",825,253,         x,         x,"1,162","12,478","86,049","100,133","32,110",554,"4,380","18,546",100,"29,819",540,"86,049"
2011,New York                                               ,Visual impairments                 ,         -,         x,         x,85,19,0,         x,13,0,48,         x,85,         x,101,105,85,110,103,         x,105,         x,         x,96,102,         x,"1,171",         x,46,         x,14,         x,72,474,"1,243","1,328",279,         x,70,223,         x,651,         x,"1,243"
2011,New York                                               ,Emotional disturbance              ,         -,69,418,487,104,         x,8,185,0,181,         x,487,760,"1,088","1,401","1,701","1,930","2,271","9,151","2,492","2,597","2,968","3,255","3,503","3,161","27,127","17,976","1,515",593,236,13,"2,357","15,244","29,484","29,971","6,848",214,393,"11,829",21,"9,930",249,"29,484"
2011,New York                                               ,Orthopedic impairments             ,         -,37,148,185,50,         x,10,33,0,87,         x,185,187,196,183,         x,171,         x,"1,017",         x,         x,127,137,130,135,         x,         x,         x,         x,12,0,         x,597,"1,866","2,051",408,22,109,414,         x,907,         x,"1,866"
2011,New York                                               ,Other health impairments           ,         -,438,"2,634","3,072",533,18,88,361,6,"2,003",63,"3,072","3,387","4,032","4,555","4,780","4,957","5,244","26,955","5,293","5,265","5,175","5,080","4,811","3,955","56,534","29,579","1,343",372,110,8,"1,833","20,854","58,367","61,439","8,157",306,"1,100","9,111",34,"39,118",541,"58,367"
2011,New York                                               ,Specific learning disabilities     ,         -,108,575,683,301,         x,43,140,         x,188,5,683,"1,635","3,768","6,886","9,957","12,602","14,172","49,020","15,125","15,983","15,946","16,394","16,753","15,276","144,497","95,477","7,101","2,125",761,49,"10,036","74,405","154,533","155,216","43,193","1,056","4,411","37,325",129,"67,537",882,"154,533"
2011,New York                                               ,Deaf-blindness                     ,         -,0,         x,         x,         x,0,0,0,0,0,0,         x,0,         x,         x,         x,         x,0,         x,         x,0,         x,0,0,         x,         x,         x,         x,0,0,         x,         x,8,17,         x,5,0,0,0,         x,11,0,         x
2011,New York                                               ,Multiple disabilities              ,         -,135,791,926,199,         x,56,152,         x,487,19,926,949,945,"1,073","1,077","1,164","1,202","6,410","1,190","1,301","1,238","1,339","1,316","1,474","14,268","7,858","1,207",974,764,78,"3,023","8,390","17,291","18,217","3,097",105,637,"3,462",27,"9,863",100,"17,291"
2011,New York                                               ,Autism                             ,         -,325,"1,781","2,106",477,10,131,350,8,"1,099",31,"2,106","2,028","2,091","2,130","2,134","2,020","1,850","12,253","1,689","1,551","1,384","1,306","1,161","1,165","20,509","8,256",770,659,451,38,"1,918","6,934","22,427","24,533","3,866",135,"1,094","4,042",64,"13,075",151,"22,427"
2011,New York                                               ,Traumatic brain injury             ,         -,         x,         x,         x,         x,         x,         x,8,0,17,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,105,116,130,113,         x,636,78,42,         x,         x,         x,617,"1,124",         x,187,         x,44,222,         x,657,7,         x
2011,New York                                               ,Developmental delay                ,"19,950","21,952",         -,"41,902","8,594",223,"1,565","4,860",37,"21,944","4,679","41,902",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"41,902",         -,         -,         -,         -,         -,         -,         -,         -
2011,New York                                               ,All disabilities                   ,"19,950","25,440","18,692","64,082","15,201",358,"2,719","8,557",84,"32,153","5,010","64,082","22,566","25,625","28,452","30,780","32,954","33,344","173,721","33,258","33,073","31,985","32,078","31,874","28,764","364,753","191,032","14,107","5,940","3,185",252,"23,484","148,185","388,237","452,319","102,610","2,525","13,191","89,438",408,"177,512","2,553","388,237"
2011,North Carolina                                         ,Intellectual disabilities             ,         x,         x,17,22,6,0,         x,         x,0,10,0,22,135,318,"1,003","1,187","1,378","1,531","5,552","1,631","1,643","1,624","1,683","1,688","1,815","15,636","10,084","1,515",669,314,183,"2,681","9,491","18,317","18,339","1,608",601,155,"8,979",11,"6,547",416,"18,317"
2011,North Carolina                                         ,Hearing impairments                ,81,96,97,274,54,5,9,69,         x,133,         x,274,108,145,128,166,139,164,850,172,171,162,137,150,151,"1,793",943,91,36,         x,         x,141,741,"1,934","2,208",334,         x,45,554,         x,908,63,"1,934"
2011,North Carolina                                         ,Speech or language impairments     ,"1,803","2,989","4,123","8,915","1,017",386,77,"1,963",58,"5,170",244,"8,915","5,067","4,854","4,111","3,142","2,114","1,139","20,427",627,395,189,99,80,44,"21,861","1,434",25,         x,         x,         x,32,444,"21,893","30,808","2,378",576,333,"5,117",12,"12,764",713,"21,893"
2011,North Carolina                                         ,Visual impairments                 ,26,29,45,100,15,0,         x,22,         x,52,5,100,39,43,63,54,50,61,310,63,45,52,44,         x,         x,593,283,         x,12,         x,         x,43,218,636,736,66,         x,14,205,         x,321,22,636
2011,North Carolina                                         ,Emotional disturbance              ,0,0,         x,         x,0,0,0,         x,0,         x,0,         x,38,142,307,366,465,534,"1,852",583,650,706,701,673,616,"5,781","3,929",372,108,30,12,522,"3,218","6,303",         x,266,74,         x,"3,129",         x,"2,547",276,         x
